,ISIN,Code,Name,Country,Exchange,Currency,Type,ExchangeCode,ETF Underlying Index Ticker,Dvd Freq
668,CH0012221716,ABBN,ABB LTD-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
669,CH0012138605,ADEN,ADECCO GROUP AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
670,CH0210483332,CFR,CIE FINANCIERE RICHEMO-A REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
671,CH0012138530,CSGN,CREDIT SUISSE GROUP AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
672,CH0030170408,GEBN,GEBERIT AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
673,CH0010645932,GIVN,GIVAUDAN-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
674,CH0012214059,HOLN,HOLCIM LTD,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
675,CH0013841017,LONN,LONZA GROUP AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
676,CH0038863350,NESN,NESTLE SA-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
677,CH0012005267,NOVN,NOVARTIS AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
678,CH0012032048,ROG,ROCHE HOLDING AG-GENUSSCHEIN,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
679,CH0008742519,SCMN,SWISSCOM AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
680,CH0002497458,SGSN,SGS SA-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
681,CH0014852781,SLHN,SWISS LIFE HOLDING AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
682,CH0126881561,SREN,SWISS RE AG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
683,CH0244767585,UBSG,UBS GROUP AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
684,CH0012255151,UHR,SWATCH GROUP AG/THE-BR,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
685,CH0011075394,ZURN,ZURICH INSURANCE GROUP AG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
686,CH0432492467,ALC,ALCON INC,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
687,CH0418792922,SIKA,SIKA AG-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
688,PTBCP0AM0015,BCP,BANCO COMERCIAL PORTUGUES-R,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Irreg
689,PTGAL0AM0009,GALP,GALP ENERGIA SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Irreg
690,PTEDP0AM0009,EDP,EDP-ENERGIAS DE PORTUGAL SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
691,PTALT0AE0002,ALTR,ALTRI SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
692,PTJMT0AE0001,JMT,JERONIMO MARTINS,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
693,PTZON0AM0006,NOS,NOS SGPS,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
694,PTPTI0AM0006,NVG,NAVIGATOR CO SA/THE,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
695,PTREL0AM0008,RENE,REDES ENERGETICAS NACIONAIS,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
696,PTMEN0AE0005,EGL,MOTA ENGIL SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
697,PTSON0AM0001,SON,SONAE,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
698,PTCTT0AM0001,CTT,CTT-CORREIOS DE PORTUGAL,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
699,ES0127797019,EDPR,EDP RENOVAVEIS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
700,PTSEM0AM0004,SEM,SEMAPA-SOCIEDADE DE INVESTIM,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
701,PTPTC0AM0009,PHR,PHAROL SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
702,PTSNP0AE0008,SONC,SONAE CAPITAL SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
703,PTCOR0AE0006,COR,CORTICEIRA AMORIM SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
704,PTIBS0AM0008,IBS,IBERSOL SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
705,PTTD10AM0000,TDSA,TEIXEIRA DUARTE SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
706,PTNBA0AM0006,NBA,NOVABASE SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Irreg
707,PTIPR0AM0000,IPR,IMPRESA SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,None
708,PTCFN0AE0003,CFN,COFINA SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
709,PTFRV0AE0004,RAM,RAMADA INVESTIMENTOS E INDUS,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
710,PTS3P0AM0025,SONI,SONAE INDUSTRIA SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
711,PTSLB0AM0010,SLBEN,SPORT LISBOA E BENFICA-FUT S,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,None
712,PTGFIBIM0004,GFIBI,FUNDO ESPECIAL DE INV IMOB I,Portugal,PL,EUR,Closed-End Fund,LS,#N/A Field Not Applicable,Annual
713,PTAICJIM0013,MLRP,RETAIL PROPERTIES SPEC FIIF,Portugal,PL,EUR,Closed-End Fund,LS,#N/A Field Not Applicable,None
714,PTMFR0AM0003,MAR,MARTIFER SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Irreg
715,PTSNC0AM0006,SNC,SONAECOM SGPS SA,Portugal,PL,EUR,Common Stock,LS,#N/A Field Not Applicable,Annual
716,NL0012015705,TKWY,JUST EAT TAKEAWAY,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
717,GB0008706128,LLOY,LLOYDS BANKING GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
718,GB00BH4HKS39,VOD,VODAFONE GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
719,GB0031348658,BARC,BARCLAYS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
720,GB0007980591,BP/,BP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
721,JE00B4T3BW64,GLEN,GLENCORE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
722,GB0005405286,HSBA,HSBC HOLDINGS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
723,GB0030913577,BT/A,BT GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
724,GB0008847096,TSCGBP,TESCO PLC,United Kingdom,LN,GBP,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
725,GB00B7T77214,NWG,NATWEST GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
726,GB0005603997,LGEN,LEGAL & GENERAL GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
727,GB0008782301,TW/,TAYLOR WIMPEY PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
728,GB00BZ1G4322,MRO,MELROSE INDUSTRIES PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
729,GB0033986497,ITV,ITV PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
730,ES0177542018,IAG,INTL CONSOLIDATED AIRLINE-DI,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
731,GB0002162385,AV/,AVIVA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
732,GB00BKFB1C65,MNG,M&G PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
733,GB00B03MM408,RDSB,ROYAL DUTCH SHELL PLC-B SHS,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
734,GB00B63H8491,RR/,ROLLS-ROYCE HOLDINGS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
735,GB0006043169,MRW,WM MORRISON SUPERMARKETS,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
736,GB00B019KW72,SBRY,SAINSBURY (J) PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
737,GB00B03MLX29,RDSA,ROYAL DUTCH SHELL PLC-A SHS,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Quarter
738,GB0033195214,KGF,KINGFISHER PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
739,GB0009252882,GSK,GLAXOSMITHKLINE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
740,GB00BDR05C01,NG/,NATIONAL GRID PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
741,GB00BF8Q6K64,SLA,STANDARD LIFE ABERDEEN PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
742,GB0004082847,STAN,STANDARD CHARTERED PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
743,GB0002634946,BA/,BAE SYSTEMS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
744,GB00BH0P3Z91,BHP,BHP GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
745,GB0007099541,PRU,PRUDENTIAL PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
746,GB0008220112,SMDS,DS SMITH PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
747,GB00BD6K4575,CPG,COMPASS GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
748,GB0000811801,BDEV,BARRATT DEVELOPMENTS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
749,GB0001367019,BLND,BRITISH LAND CO PLC,United Kingdom,LN,GBp,REIT,LSE,#N/A Field Not Applicable,Semi-Anl
750,GB00B082RF11,RTO,RENTOKIL INITIAL PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
751,JE00B8KF9B49,WPP,WPP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
752,GB00BMJ6DW54,INF,INFORMA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
753,GB0002374006,DGE,DIAGEO PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
754,GB00B1XZS820,AAL,ANGLO AMERICAN PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
755,GB00B2B0DG97,REL,RELX PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
756,GB00BLDYK618,SMT,SCOTTISH MORTGAGE INV TR PLC,United Kingdom,LN,GBp,Closed-End Fund,LSE,#N/A Field Not Applicable,Semi-Anl
757,GB0007908733,SSE,SSE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
758,GB0002875804,BATS,BRITISH AMERICAN TOBACCO PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
759,GB00BVYVFW23,AUTO,AUTO TRADER GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
760,GB00B71N6K86,EVR,EVRAZ PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
761,GB00B5ZN1N88,SGRO,SEGRO PLC,United Kingdom,LN,GBp,REIT,LSE,#N/A Field Not Applicable,Semi-Anl
762,GB00BDD85M81,AVST,AVAST PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
763,GB0006776081,PSON,PEARSON PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
764,GB0007188757,RIO,RIO TINTO PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
765,GB00BKKMKR23,RSA,RSA INSURANCE GROUP LTD,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
766,GB00B8C3BL03,SGE,SAGE GROUP PLC/THE,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
767,GB00BYW0PQ60,LAND,LAND SECURITIES GROUP PLC,United Kingdom,LN,GBp,REIT,LSE,#N/A Field Not Applicable,Quarter
768,IM00B5VQMV65,ENT,ENTAIN PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
769,GB00B10RZP78,ULVR,UNILEVER PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
770,GB00BGDT3G23,RMV,RIGHTMOVE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
771,GB0004544929,IMB,IMPERIAL BRANDS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Quarter
772,GB00BYX91H57,JD/,JD SPORTS FASHION PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
773,GB00B39J2M42,UU/,UNITED UTILITIES GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
774,GB0009223206,SN/,SMITH & NEPHEW PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
775,GB00B3MBS747,OCDO,OCADO GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,None
776,GB0009895292,AZN,ASTRAZENECA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
777,GB00B1YW4409,III,3I GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
778,GB0000456144,ANTO,ANTOFAGASTA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
779,GB0007669376,STJ,ST JAMES'S PLACE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
780,JE00B6T5S470,POLY,POLYMETAL INTERNATIONAL PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
781,GB00B19NLV48,EXPN,EXPERIAN PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
782,GB00B1CRLC47,MNDI,MONDI PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
783,GB0000536739,AHT,ASHTEAD GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
784,GB00B2QPKJ12,FRES,FRESNILLO PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
785,GB0031743007,BRBY,BURBERRY GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
786,GB00BGXQNP29,PHNX,PHOENIX GROUP HOLDINGS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
787,GB0006825383,PSN,PERSIMMON PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
788,IE0001827041,CRH,CRH PLC,Ireland,ID,EUR,Common Stock,IR,#N/A Field Not Applicable,Semi-Anl
789,GB00B24CGK77,RKT,RECKITT BENCKISER GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
790,GB00B1VZ0M25,HL/,HARGREAVES LANSDOWN PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
791,GB00B18V8630,PNN,PENNON GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
792,GB00BYT1DJ19,ICP,INTERMEDIATE CAPITAL GROUP,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
793,GB0006731235,ABF,ASSOCIATED BRITISH FOODS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
794,GB00B1WY2338,SMIN,SMITHS GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
795,GB00B1KJJ408,WTB,WHITBREAD PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
796,GB00B0744B38,BNZL,BUNZL PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
797,GB0004052071,HLMA,HALMA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
798,GB00B0LCW083,HIK,HIKMA PHARMACEUTICALS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
799,GB00BHJYC057,IHG,INTERCONTINENTAL HOTELS GROU,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
800,CH0198251305,CCH,COCA-COLA HBC AG-DI,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,None
801,GB00B1FH8J72,SVT,SEVERN TRENT PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
802,GB00BYYTFB60,HSV,HOMESERVE PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
803,GB00BZ4BQC70,JMAT,JOHNSON MATTHEY PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
804,GB00B02J6398,ADM,ADMIRAL GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
805,GB00B0SWJX34,LSEG,LONDON STOCK EXCHANGE GROUP,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
806,GB00B02L3W35,BKG,BERKELEY GROUP HOLDINGS/THE,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
807,GB0032089863,NXT,NEXT PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
808,JE00BJVNSS43,FERG,FERGUSON PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
809,IE00BWT6H894,FLTR,FLUTTER ENTERTAINMENT PLC-DI,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
810,GB00BJFFLV09,CRDA,CRODA INTERNATIONAL PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
811,GB0002405495,SDR,SCHRODERS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
812,GB0031638363,ITRK,INTERTEK GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
813,IE00B1RR8406,SKG,SMURFIT KAPPA GROUP PLC,Ireland,ID,EUR,Common Stock,IR,#N/A Field Not Applicable,Semi-Anl
814,IE0002424939,DCC,DCC PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
815,GB00BBG9VN75,AVV,AVEVA GROUP PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
816,GB00BWFGQN14,SPX,SPIRAX-SARCO ENGINEERING PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
817,DE0007164600,SAP,SAP SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
818,DE0005557508,DTE,DEUTSCHE TELEKOM AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
819,DE0006231004,IFX,INFINEON TECHNOLOGIES AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
820,DE0007472060,WDI,WIRECARD AG,Germany,GR,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
821,DE000A2YN900,TMV,TEAMVIEWER AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
822,DE000SHL1006,SHL,SIEMENS HEALTHINEERS AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
823,DE000A0TGJ55,VAR1,VARTA AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
824,DE0005313704,AFX,CARL ZEISS MEDITEC AG - BR,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
825,DE0007165631,SRT3,SARTORIUS AG-VORZUG,Germany,GY,EUR,Preference,XETRA,#N/A Field Not Applicable,Annual
826,NL0012169213,QIA,QIAGEN N.V.,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
827,DE0005158703,BC8,BECHTLE AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
828,DE0006452907,NEM,NEMETSCHEK SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
829,DE0005419105,COK,CANCOM SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
830,DE000A1J5RX9,O2D,TELEFONICA DEUTSCHLAND HOLDI,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
831,DE0005664809,EVT,EVOTEC SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
832,DE0006632003,MOR,MORPHOSYS AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
833,DE0005089031,UTDI,UNITED INTERNET AG-REG SHARE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
834,DE000A288904,COP,COMPUGROUP MEDICAL SE & CO K,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
835,DE000A2NB601,JEN,JENOPTIK AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
836,DE000WAF3001,WAF,SILTRONIC AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
837,DE000A2GS401,SOW,SOFTWARE AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
838,DE000A0Z2ZZ5,FNTN,FREENET AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
839,DE000A0WMPJ6,AIXA,AIXTRON SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Irreg
840,DE000A0D6554,NDX1,NORDEX SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
841,DE0005659700,EUZ,ECKERT & ZIEGLER STRAHLEN UN,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
842,DE0005550636,DRW3,DRAEGERWERK AG - PREF,Germany,GY,EUR,Preference,XETRA,#N/A Field Not Applicable,Annual
843,DE0005545503,1U1,1&1 AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
844,AT0000A0E9W5,SANT,S&T AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
845,DE000NWRK013,NWO,NEW WORK SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
846,DE0006916604,PFV,PFEIFFER VACUUM TECHNOLOGY,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
847,DE0005140008,DBK,DEUTSCHE BANK AG-REGISTERED,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
848,DE0005557508,DTE,DEUTSCHE TELEKOM AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
849,DE000ENAG999,EOAN,E.ON SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
850,DE0006231004,IFX,INFINEON TECHNOLOGIES AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
851,DE0007100000,DAI,DAIMLER AG-REGISTERED SHARES,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
852,DE0007472060,WDI,WIRECARD AG,Germany,GR,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
853,DE000BASF111,BAS,BASF SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
854,DE0005552004,DPW,DEUTSCHE POST AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
855,DE000BAY0017,BAYN,BAYER AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
856,DE0007037129,RWE,RWE AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
857,DE0007164600,SAP,SAP SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
858,DE0007236101,SIE,SIEMENS AG-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
859,DE0005190003,BMW,BAYERISCHE MOTOREN WERKE AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
860,DE0005785604,FRE,FRESENIUS SE & CO KGAA,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
861,DE0008404005,ALV,ALLIANZ SE-REG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
862,DE000A1ML7J1,VNA,VONOVIA SE,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
863,DE0006062144,1COV,COVESTRO AG,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Annual
864,DE0007664039,VOW3,VOLKSWAGEN AG-PREF,Germany,GY,EUR,Preference,XETRA,#N/A Field Not Applicable,Annual
